x,y,z
116.91943682959746,305.12718286694314,a
147.22345496747067,343.73116729121693,a
177.24182142691566,332.61517662147753,a
142.9262059767083,327.15372276759683,a
141.4546694795247,314.6363687866568,a
178.46655186656645,384.0963294366924,a
142.17104140927617,319.0671562224468,a
73.10773015303305,328.90108046085675,a
140.26687392978533,343.59633508448997,a
105.29433957950484,344.61751542620834,a
149.19259258150217,327.99060147108844,a
122.71471240217427,314.8451577042197,a
114.46428169689953,296.8570004512786,a
124.09976707441929,297.64776931894085,a
125.40504521530426,304.85087919961546,a
94.80588501954111,303.9249364852585,a
90.77957452413824,288.7076435680889,a
133.5752987860989,309.75629687696494,a
136.02105853907807,312.70144674566535,a
173.0930982786988,251.16026458527307,a
117.24207146403764,296.19958869407435,a
164.22779174425187,287.2077909222156,a
157.36920922755422,255.2932384806934,a
136.04019922092857,259.52921536090184,a
101.67528875513715,252.6973840256942,a
145.07213839088627,216.0969513444603,a
111.09672965280214,251.47407470021125,a
164.65790424706728,283.0218401395391,a
134.61272513826805,206.66183122315078,a
145.4482269275028,272.75614387468414,a
153.68972639518216,251.12045721180746,a
135.87414086057802,271.63728466633734,a
135.57026708485097,272.0957543407475,a
118.81758760317763,206.51755357639632,a
132.55732250292002,183.52854422041696,a
164.47638363068523,236.79470688694795,a
182.21104579595797,168.59396811431964,a
126.945502568462,240.2341017218581,a
171.55549156098115,229.31728665464487,a
149.80862868915645,187.10418119312345,a
170.4635500668207,214.20357887887042,a
162.15269472230167,220.7401357714822,a
170.3994859434774,186.18388039027417,a
193.5491383959695,159.06681759617987,a
126.85187085235019,181.6411818853785,a
167.44718964937445,171.50167308717704,a
179.5426997140793,188.08799825372455,a
220.42355083460788,167.40577638332218,a
169.75253916214572,190.94590121923682,a
170.68149626968244,172.5843841322631,a
199.31556081316106,167.21274346747816,a
174.44290871740856,198.17078823303882,a
179.56895410254697,250.0287192802331,a
227.51134822671304,219.90218122006576,a
164.98199587070147,222.4642518073461,a
197.9458732289205,236.55393787957888,a
218.40059785952292,194.24609526718825,a
150.7242260769677,263.15805649796664,a
198.44289728427174,218.7970657798851,a
213.95812025141427,227.49536489034466,a
176.21091096992538,212.69681662912865,a
188.13287144646097,301.21925202617876,a
185.67891214431137,243.62704694348088,a
155.62780164786884,285.9419700366357,a
201.05098563726548,296.4721563762758,a
162.72361304769376,248.42549113078172,a
177.29337399670655,299.4647508721815,a
161.2153207598666,325.4754485549407,a
178.20891841484212,323.59187855031814,a
204.0172286300599,365.6097927206472,a
187.3725293861409,323.68471690878323,a
141.26192071937538,303.4886625162862,a
189.55893758950734,255.77140433934912,a
129.69357010914172,359.508069269035,a
149.32102234393147,265.4239375917628,a
205.50776166709127,307.21422426075634,a
137.37882863634437,372.67287287550573,a
124.86159416278029,284.45845986193746,a
183.2499201827198,292.5046055092088,a
122.26313671413703,308.37546331483804,a
120.55402960416498,320.8076230923041,a
147.83176467229578,313.8633179281503,a
206.11855637790364,269.2866519522446,a
128.36322328117342,351.99555941182496,a
154.91022995490346,321.4757008153222,a
204.75338558481351,317.97683324090605,a
150.3462113475118,330.5534944011536,a
187.6185715394698,381.76902112968816,a
244.26797042359112,332.9802594022195,a
170.28753581544288,353.7238827114775,a
219.87945595956248,328.47318141679216,a
204.2092736565726,289.34150101757467,a
195.32567459062864,394.8135009190815,a
236.44383989067296,313.17430589709295,a
216.4117214113133,357.7023482641779,a
231.39663434889727,381.4016766234472,a
213.36285612279022,348.23705846578264,a
151.64085981219054,286.0936864956616,a
226.63371870068096,291.15214267039056,a
205.90349507640923,323.9759327120871,a
153.9039985222285,368.50705197840864,a
241.0962992633111,325.4519185952163,a
265.9227525594712,305.3617725541227,a
221.32636067065627,327.9920930612228,a
186.96041925572956,301.85366781078,a
221.58229322547544,320.69050059756034,a
279.3568228925039,288.0407687343012,a
254.64487079425237,278.2001393548262,a
210.78866632469914,258.8956145907213,a
242.85403928166963,279.6485594622099,a
222.7184039289077,330.29757581752733,a
218.04512994626157,317.3423121802073,a
233.909694055559,280.38398846156997,a
229.21293933530586,267.1603489049272,a
226.9070581824635,254.7676584557878,a
170.1334597322454,245.3833724007467,a
223.7746923101959,260.11567438999526,a
231.9275137315043,236.4098080119196,a
227.3486752739101,298.6192234859546,a
219.31888520290934,238.63437153057293,a
199.45750558461324,219.45556006601618,a
189.42442714281754,249.59398589293903,a
198.80514796206904,246.24035540480924,a
226.89469102698985,220.76369899577213,a
213.96109085319725,170.01621722830248,a
222.21433974288865,239.2444641180681,a
236.29956153322334,265.9895113537399,a
199.71609732351496,180.2251315368125,a
248.81491445684895,229.641348213897,a
271.55193210367145,230.45351429982412,a
204.52704935499557,179.29892856572275,a
269.66499807633096,211.03134054706214,a
250.23423408043223,203.52229010318808,a
199.3342186994271,193.85619484127022,a
197.92973737160096,218.66373190465043,a
231.5654166138081,175.86818759333528,a
196.7012536609063,210.5496759528379,a
207.8809841806763,183.61391444354564,a
177.9069947830165,214.83957789312586,a
187.188609627405,150.19036874629933,a
176.97445385662837,184.4036308237151,a
164.42067263150165,159.26237082155956,a
216.81899763332146,141.15404178094718,a
194.16287911558035,216.1365166875097,a
117.23364086065814,203.93643010519696,a
147.1511292441227,131.04870737240248,a
157.90134831841613,214.39759002911,a
140.984368854941,224.98321346045248,a
169.80642484820532,198.44101294299787,a
127.64428842516077,195.84365841794965,a
145.04559069486132,175.0723407078492,a
109.23749401534943,191.56996355395097,a
159.43977650576167,232.7767440069635,a
116.64840152591812,185.74796188591773,a
134.24374558764373,240.2783212446676,a
121.56438782951173,149.70554860200923,a
131.57167775438256,284.7291372209107,a
105.30137461671308,222.5776324316725,a
91.05885616524183,285.64033340137496,a
150.4408552760714,254.99704820449494,a
149.79570518704833,251.08534293280502,a
91.1966511741207,287.43401121176805,a
137.07054731159525,324.91404440165354,a
153.09451635235484,245.31174699159465,a
102.53415872402955,272.8385206084245,a
157.32222275407815,270.89882346797793,a
123.70563916571437,284.0508790044304,a
152.85783522960676,244.54689200973246,a
105.98914622528686,277.63683284486933,a
136.65144565455776,281.79932144842127,a
135.66236129467268,273.55074788213557,a
131.65293899829814,300.30941165248026,a
117.32553478329132,288.88137157605456,a
134.12802124004904,290.3593911171604,a
163.28515540786935,264.0016658098004,a
157.74278536891543,287.44723167610067,a
147.19382179097533,321.77187155408853,a
190.972697484213,292.44798817009195,a
117.7660437464112,314.7056284118926,a
165.4409343402831,270.6613052034504,a
204.07262220332117,303.1744870224553,a
186.21789318847055,273.1706237293529,a
149.33990206647084,362.36307797799634,a
190.7609341896518,247.85672031339317,a
217.53676731213062,299.69698490945973,a
195.6696570697644,260.6870438650282,a
209.99827727125944,321.9131257020363,a
235.32659776949282,281.3008090270063,a
232.71832738708005,270.24729384121025,a
179.16826435161846,255.39824932308875,a
231.57582268165106,268.00574511103105,a
181.56042957472428,271.6125161300281,a
225.03919385396514,283.51505030624014,a
208.88917361378518,294.998063725699,a
209.35994342281998,291.4993561673968,a
209.16505027111114,260.07821735062885,a
192.7071614377574,246.32952317840667,a
172.64809575453194,270.0135878310214,a
244.661730183134,270.56585673797224,a
212.02534125266186,255.83359847528078,a
193.30294790270983,256.18844642552335,a
248.60895431817528,227.42615740217826,a
251.81587962910803,283.9435451021578,a
240.68945471447202,247.5057463839263,a
228.0619290808856,288.2418370291075,a
283.7776343673357,296.6204001241699,a
234.54944487991423,237.72347992531098,a
260.55564812965497,306.98591935844144,a
242.02395032430712,259.93818879230076,a
261.3025403740583,285.4439674713542,a
204.14263335136175,314.02033526779337,a
209.62500264572878,254.76405788175268,a
248.07665429400384,326.3999194271836,a
249.84983637930875,283.40037156733774,a
213.61828890270388,237.14376563495335,a
219.5890202892153,270.29942333105953,a
239.15248157188276,295.5177788052978,a
253.18262909390504,275.87738875239904,a
257.0745813098505,272.69969594392484,a
221.75729102840177,305.1363962887029,a
231.42948815116466,350.19510752006505,a
238.64616535099148,326.98456454634083,a
263.8684786552175,321.2728427632619,a
303.03922487741966,321.51973644192896,a
253.02363319051398,292.1692634139265,a
267.9730251884509,326.5286258799224,a
295.61362915982477,347.59406735068114,a
266.09064540924896,271.06247044205077,a
268.12798666373783,342.5917354855213,a
212.75530833377437,307.0733132097777,a
232.85269464958304,340.2373411293748,a
244.8011714817274,326.52360023967844,a
230.63274046640103,329.87119779290754,a
253.1051233115605,243.17049171865693,a
245.11811557142474,297.2708619416577,a
223.22864901524613,319.1664267245243,a
