x,y,z
243.47271245350063,233.16171876230567,a
180.10041286458446,229.86383616376855,a
135.92437904155588,207.1738892269223,a
191.51504108899502,211.02321900700542,a
178.99086062442248,183.94338634402664,a
194.9559217417856,176.58656938228097,a
177.55610617987335,219.195274024691,a
161.0102576234288,188.89668389806093,a
152.86761836912814,195.47842361479195,a
177.42591362749076,193.74101459865665,a
176.39113837427226,173.74580896666578,a
150.3778315491674,201.48494919037023,a
206.4531429652853,160.49949366508628,a
199.75454554342662,140.31104268669225,a
170.78923938493045,211.91128428148426,a
187.2104040963353,200.29353305987718,a
223.19032022019513,174.8978907406521,a
240.06653776127723,150.23741100215352,a
184.8918108784753,170.33608570843035,a
173.1141456338463,187.11539947041268,a
204.35793595420355,122.2459360274841,a
136.5191484305001,192.17945638621302,a
134.76424307712327,143.65908220161594,a
193.33718604197978,159.71092330577176,a
188.78337153287828,98.4973685672141,a
138.984520145436,162.72414737884577,a
198.6547475090879,128.9344348738959,a
226.84166016736208,166.4134789047851,a
193.39337704894166,160.96279964409206,a
167.91600203110383,152.16482072939738,a
248.02204263970128,182.5639112531175,a
216.78603306135105,190.0837420355614,a
243.75277233642709,194.02885994698516,a
203.5057374118939,182.7921821341609,a
202.2513779509061,178.6311563075626,a
179.0527071625315,200.12016904665296,a
167.26802189041558,173.3576863609341,a
191.41478068087065,141.9913028225385,a
200.34958176661002,228.54200428087057,a
185.6205360245403,198.18952622844614,a
206.69601720449404,241.18812751028355,a
194.98991353101457,191.33316633345567,a
212.26812860270493,231.96885856595355,a
259.5381307579089,199.32878715415927,a
222.3325519870202,232.4431072509696,a
172.09899692005393,207.10170397729343,a
271.5530395504819,240.48597274119504,a
216.17376225321203,208.21655628884469,a
230.31195507927953,171.28856489694977,a
248.44900669780222,258.5847194495672,a
247.44333336801327,229.86608598702827,a
527.8941059051994,359.86313096966717,a
498.86918057811783,306.17140342397107,a
508.5749687868366,318.7866459955689,a
504.9607012890884,328.4052031426983,a
464.43678635559866,333.5238617830237,a
518.4270356686667,320.6625339494972,a
514.1060286834926,304.95419299323953,a
495.4266758536417,335.621129137135,a
522.6429078039062,315.7266078493367,a
454.8557740760775,335.5494817503154,a
535.9914645315148,302.59171651784675,a
503.03386462997094,251.37774761209732,a
531.7258447800557,263.63585993190594,a
504.79055895725094,261.562106162245,a
515.2749960444394,322.7920280509311,a
498.56097837849586,297.79306570920755,a
498.15926260187194,337.48226438142547,a
471.4565032040764,281.77014579994625,a
520.7209996571261,302.7690173383991,a
513.7962300684788,300.8818270930912,a
529.8720618384492,334.2205319327478,a
516.415556575966,279.41843030384376,a
543.3465491747071,300.1519793300082,a
471.0468976819285,294.2134732105047,a
486.637327819731,249.8394536209903,a
508.52639129894266,307.48687290088355,a
513.4711371321401,281.33918292619677,a
446.70344834446604,280.79174301959256,a
516.0116858277676,288.62656961711457,a
480.48873648433033,294.81353914020195,a
518.2523723485896,310.27666161717275,a
507.8143283994172,298.2074195419225,a
505.6800228691565,270.59424241719205,a
516.6562681428096,221.90331920129887,a
507.97950671365993,268.49455982744496,a
501.08223846052067,274.3435462931943,a
485.6885610322507,244.70428534437158,a
511.78382961846694,272.9542934656409,a
473.12074021405857,240.2830102911177,a
472.1662068872372,278.43625464408757,a
481.22961257117424,264.50394177696603,a
490.3695918595398,260.7352041905468,a
467.6106126589899,247.77373361191925,a
561.8564571230552,256.82300115252144,a
505.781309966315,203.70356820026427,a
525.8860993568708,279.464477117746,a
529.8612160581315,274.54747856743404,a
511.55807675664624,287.46540323404895,a
469.59171069294086,251.3921799534874,a
490.37722902356205,209.88896063615613,a
511.87433761160753,177.73482224921133,a
477.4616375199896,152.91801495916263,a
532.411040542594,206.41872611681276,a
485.47853598351855,215.92179525851412,a
520.7745462526199,199.61606631094696,a
505.1068685357223,205.8345073093205,a
467.9153013117977,195.23644963871823,a
522.6646523684865,228.46603579995093,a
456.38049669884134,177.18937351805488,a
507.79552179245536,242.31144590158107,a
528.0874179917511,254.00332659747846,a
539.9300367360028,182.64218071837735,a
538.85011490546,188.35878978955287,a
475.62078359886584,252.14039602254056,a
514.5552455254639,224.28757886661782,a
517.1962022277584,252.65080119640916,a
530.8759919056031,246.77322264309083,a
550.938393902654,243.4954841197203,a
511.5127923996574,252.0753715184475,a
548.1231844316769,236.94192312647994,a
586.6699182664217,283.34892219740595,a
530.9253460995724,298.6888413205728,a
540.5526397810759,248.19773703377598,a
504.4111013484288,227.9312851432358,a
510.4759114139706,244.72347850040867,a
558.8473887830849,254.11612309872206,a
505.1110091979726,241.21698918287876,a
526.3963475278478,270.7178538535293,a
514.4381583239738,207.64174329109795,a
554.6721595729974,265.4024908050076,a
563.9087307779007,277.81953816144465,a
503.4498584618536,241.2218097244654,a
545.6765339469933,251.62343084192028,a
501.0243257157944,329.92527672213976,a
496.8451929889204,294.3930359911582,a
466.140077867018,299.29972681943536,a
541.0912922130449,277.55487680840304,a
547.1836123879405,263.3098187075432,a
544.8191738450082,304.5186344610496,a
510.4680080814,305.39269388133494,a
528.2086374163189,272.39870104985755,a
502.0927970785002,273.18832395752065,a
551.9651660474087,305.21957998727487,a
523.1279830306696,335.0466194474428,a
551.0349843046446,276.1048316053989,a
545.2396324910119,333.0920142716791,a
542.3299230965168,282.84600703345984,a
485.8173809022659,311.8332114251711,a
516.4218987288275,288.8875518705822,a
561.872734002097,314.5737722808135,a
511.42253772168766,305.26194798399206,a
519.7374722468169,254.9740252320531,a
509.84620380207025,326.5774597502036,a
480.1382390514764,321.2656944634409,a
525.848997624945,286.9998782270028,a
557.9500315477494,305.5201778604438,a
474.332398312543,289.093811742526,a
512.9557061221352,295.96102852860645,a
497.00913874192435,277.89727710366463,a
494.95211465873405,272.8832665922406,a
533.8210296155237,337.51171626633425,a
513.1188380466986,349.9715404677196,a
492.45068973710823,281.5682863998577,a
573.6925967185682,240.38832713720018,a
503.7331708094213,277.02633980998996,a
492.191019114023,295.7655079467914,a
515.1773971176951,296.7885671802536,a
485.32254775646436,293.9067516216582,a
481.26009537519434,249.401972300554,a
492.3998672085314,292.9443607142214,a
497.4676504967163,286.6415042216453,a
477.3799451217962,249.05486382784773,a
510.9153875002111,258.32102868743374,a
508.11881192868617,286.2188015388939,a
489.0640129460854,291.3945702794599,a
513.6301868397697,259.9637645838586,a
506.92923239848653,243.23594597177737,a
548.3113842493782,297.2904841799014,a
519.8259784954021,267.54926895364594,a
524.2204945328099,253.67030018593118,a
509.3967915070078,238.44380128368618,a
495.2760003831847,197.29510829114264,a
482.1864860855582,226.37575894299658,a
480.6361338116549,253.34427449596222,a
500.49478284883656,235.7167133727409,a
541.7235474425045,246.5633825538793,a
530.3533554218105,293.8765942695441,a
508.431922851454,238.2043347768663,a
534.042978303503,245.75512804300436,a
514.5807988275241,261.25077698541656,a
494.99748306019006,308.77096045513554,a
514.7300826183268,271.0233743166024,a
525.7924158589716,218.60283404652245,a
523.2334020971007,291.3923339725247,a
516.1639334689781,233.87598897178185,a
550.3164122779601,259.2281148820479,a
545.4373267491171,273.7864648005681,a
510.00661560107494,266.77647130562127,a
559.7926241319137,299.63995459973626,a
517.358708332232,253.94884855408048,a
606.1402519701892,275.7976328486434,a
557.7905267753001,316.22673425531644,a
515.1926173993234,293.8549085341897,a
543.421975915789,315.9822510000525,a
548.9562541650372,290.1685646045804,a
538.3434045287939,298.5450482963889,a
552.0127308735233,307.2396987558153,a
532.7762328149856,267.53831801830455,a
590.1443029924291,307.8138419078597,a
549.3536225289802,298.8906403725874,a
522.1334629522477,334.72224577832526,a
483.7873018551431,303.0617865945901,a
563.5990406711402,343.4500449682037,a
504.2005544584419,323.1282569300144,a
543.1712857172205,323.20030376181523,a
477.62976313573836,306.713716920299,a
536.4084983839567,282.4028881607846,a
566.8814088585542,274.89417209089703,a
524.5629679845177,309.0122857250661,a
554.9084611092335,320.11625367716385,a
535.5415730553775,322.9289762351186,a
559.2019125764801,285.737213346473,a
471.02061374548157,300.47232497610923,a
561.7180547826804,304.9809081147095,a
510.99359963487206,323.675809837791,a
490.2684578027376,283.1245784619447,a
501.0485324274403,288.0973363534165,a
544.9057603166257,286.9194292776695,a
511.3625745166813,297.1800628979186,a
541.2649961426868,271.65925108765214,a
529.1689724951194,276.97499145400536,a
498.40774569008926,335.50503565867695,a
491.2876696977254,286.28547423446184,a
487.7197175314557,289.35082054838085,a
514.7827938604369,305.31610578072303,a
543.5221756719016,274.5338028554761,a
537.9456020982304,251.13495380323,a
513.6298268077691,280.0770051087608,a
488.5671308810011,265.2328298498003,a
527.0283672551813,241.92752865144564,a
551.5726892546794,283.24704085821844,a
493.0973833708108,225.83218959781078,a
478.2764635250979,279.2846188791881,a
517.3636796981483,214.1810204494297,a
516.5483341855739,247.3047482840266,a
498.4946015906477,264.66283893565173,a
501.5957340445517,235.42644209898725,a
455.5831433479092,255.90721404641266,a
502.0649899476672,248.01732229475581,a
502.05239071248315,284.51819628820084,a
521.6576172400812,233.746797678005,a
265.9085557573004,342.52497766091085,a
230.55444236542672,361.1079087601521,a
269.6554981020789,387.48924673971226,a
246.27997344651675,296.5264689099092,a
260.9018441360483,370.00739466208165,a
252.2255185743937,380.32092927325016,a
254.85001711434805,306.226488613092,a
219.61351191532475,349.6201810331047,a
211.06002377951393,371.96535246937594,a
184.1027738383553,381.9784153345431,a
192.40814666538938,356.4233181786839,a
208.2776260487067,323.6199624259127,a
276.5194113270871,389.5978043273341,a
190.31085680315817,331.6164113278654,a
214.2119413601327,360.5569673519709,a
200.40593231881485,343.70173567886997,a
209.09927056420088,350.7440149206348,a
222.0517350376259,376.1874197120958,a
217.0331279724333,353.8567540004892,a
234.0982566463604,381.9088833185483,a
221.29367793670684,391.97966815233565,a
262.3760005545105,311.5636096571884,a
208.82330905732056,350.0068845653437,a
212.88015708696994,320.05151311486907,a
193.13199813265135,295.7929665392004,a
215.0524808931432,311.54190001369614,a
187.8783653814806,333.9519010262188,a
247.9352817763918,310.9350620761927,a
198.78456957456567,336.61731041305507,a
261.6621906984268,343.60757180206906,a
222.10726565999357,289.61576145689827,a
241.43505506561357,286.369740973996,a
262.4286535756779,296.16358347541177,a
226.74576155481336,304.8668099806267,a
201.82599505360332,298.19347000023834,a
234.25501253023623,316.30826652999497,a
196.98051232621208,320.9866042568172,a
211.54692960238665,349.5677474616556,a
263.2271886640241,315.9694039358853,a
245.0072921902826,283.813284236377,a
243.13749754350633,311.55047395707055,a
204.04285711739234,354.8120720627635,a
258.95514799761395,349.07171939399444,a
228.28726643994344,359.1855086531459,a
205.87295740170532,274.66026126273584,a
227.93999981773058,375.35992648917875,a
216.8857161318859,342.04687849569666,a
238.48871384921733,346.06419870623654,a
223.17801410124764,348.3395547144649,a
201.82265765760917,310.2938995251275,a
230.2083847629884,313.48877315280987,a
232.4911260527978,351.4784574818869,a
260.9870637427263,378.9762709102032,a
210.8706772844177,371.8287970343524,a
278.9484648066192,357.7724916742236,a
266.8356333804846,361.62449007499913,a
272.2122662751798,305.28025634902014,a
270.4981569794079,396.1249464197657,a
228.1509892070417,313.3757918059953,a
217.6877330101126,321.4044663754737,a
290.8145066718579,351.07085353246714,a
228.0670068398091,359.98546869099636,a
254.97755512412772,365.22812026435025,a
258.06088272732575,348.38205458033275,a
242.02384326706627,345.8840061647584,a
247.18478659831376,349.42239313252446,a
221.22593340191278,319.3191154143321,a
248.34692630396773,352.28140158310447,a
240.34566935846757,336.0038672504607,a
245.27461896201854,315.50978942778124,a
291.0648874919717,327.7183930173274,a
240.0558206859329,321.7520050596714,a
223.30141216155198,319.09528904560875,a
225.54430469409797,323.37942807417437,a
182.02120020292358,329.07465318218465,a
248.59149172553902,334.805984919253,a
217.22436745726495,357.15758628177167,a
209.76908003986955,341.7430362350563,a
247.791077677152,310.07945609413434,a
250.59821279807176,354.4983477144664,a
233.08794157681095,321.3867547452196,a
201.02177552872558,336.41367689294356,a
246.82120557053273,305.3116595087437,a
254.24008573103055,368.7676632619937,a
210.0679851894426,332.48222386234613,a
191.0093560111955,351.671872832856,a
