x,y,z
85.36290782918852,516.8434975719256,a
50.769101517439864,432.85906532874577,a
92.32640432645981,461.8844237719908,a
131.7750207973122,482.829069018869,a
105.35429789941149,380.12470050144435,a
85.05422910602047,422.1811672797786,a
104.71658114467584,434.6819618891909,a
94.48078955917624,458.1824037355576,a
82.23594690746658,466.9502511297047,a
50.63277761501625,406.19570734955624,a
86.58845673435806,423.6303087887617,a
89.06022539917944,457.88291874282226,a
55.681757484052554,425.5467967055624,a
81.81350855205791,412.13384647890496,a
21.505762087640143,409.0640500557427,a
94.17860908061861,434.08864835691253,a
36.41038752133677,424.41332330239175,a
60.5087376725329,432.2171723355107,a
65.83297024822095,437.77734710647366,a
19.99174562279169,435.61509049611595,a
98.66212057603498,411.62724887913396,a
31.39746673769175,463.0076620396233,a
62.946474151952906,417.5905412082867,a
67.38596536788474,354.66925762642603,a
40.66809162865714,378.4909011976128,a
69.46763542086676,411.2233620581247,a
50.73908526959419,361.5469485186965,a
44.99941133695965,379.8122643727554,a
50.50680069412284,396.40526798209976,a
-1.6006791593830059,348.1478006955117,a
77.58235701342875,322.7823722548821,a
13.638327413199427,290.2717451326662,a
61.813025219451426,376.19411005204415,a
103.43723930551752,289.70767517539116,a
59.66279588246037,332.70708346216986,a
57.16657236489725,348.39311109788,a
143.53347054455722,336.8962766836968,a
129.98145772998794,353.5701365853812,a
96.53578337262223,308.93193904208533,a
118.00940814283716,303.6183915472095,a
98.38059785291232,296.2997002231142,a
138.49540591819243,311.96414519182207,a
105.47585107662306,331.3221914103076,a
202.96169769288406,376.41649798739604,a
118.38021678585858,316.7421586362598,a
146.8477291268043,327.44333348387534,a
165.6641421906584,354.11888533315084,a
129.15148584032397,385.3277566812833,a
196.2674748245424,326.6411423901798,a
136.41531296358795,390.3387090719361,a
79.86867697912072,396.4784911196609,a
114.46521394195202,432.8418083762675,a
96.59854113926103,357.3142723106261,a
138.97110560459583,410.45321732643566,a
114.4486910452034,359.06466107891254,a
126.51744880835376,495.0495949951237,a
161.42716522504617,425.98371248128643,a
71.96233398775524,445.3484602990455,a
122.61400003484373,401.0598018645491,a
109.3653244567294,462.19362292177095,a
129.30732125971613,450.14292921447856,a
122.28410107646388,451.3292084904945,a
98.13603783341482,386.14337630929805,a
72.93558059232934,450.1160886393135,a
109.25295816787515,457.8193724451728,a
75.12975131382484,394.0366093772309,a
109.63711541819586,393.9897192066725,a
136.2114732540168,488.8325474460324,a
80.47918953184211,448.3627241076673,a
87.84303811626017,397.9571083578171,a
95.71807967411655,414.987447209255,a
6.776722251208028,387.6321757486484,a
101.01131536023044,408.0492399663808,a
55.235840261946905,389.0726331465862,a
78.92705634768346,381.93189873403605,a
94.5896444119355,396.7564360354321,a
42.73915809626676,360.4523838664246,a
74.26493354563912,315.97452288514944,a
137.76949474154117,351.59702456811624,a
77.13304295390748,330.47830735199545,a
109.65523399370244,355.64323126963865,a
99.73064320263488,303.0204117709018,a
158.1743691499021,320.87507830278605,a
111.54412841052687,379.79751548550644,a
140.34981272105068,367.44254498037236,a
114.45803669516118,384.8126609612215,a
76.49351079971035,427.351140779588,a
94.09507143252222,425.54960233904706,a
134.57506754641938,365.3073810021857,a
150.25410162994243,377.8057445747994,a
120.71219788836316,427.03179741851744,a
142.36647155314563,403.76154769453603,a
140.43577104390667,364.75912178487556,a
146.0903108400783,486.5910351144291,a
114.44981202159498,437.21712254720876,a
77.49812582778341,446.29519817678744,a
99.38097046544462,476.9662469399734,a
88.21355566154709,402.702220049887,a
70.6207551559116,420.7512974349666,a
104.2806066985437,441.665421975326,a
16.756797869087343,386.52546002217963,a
105.7149291084569,403.79138100848667,a
52.486176818031765,376.01619350586157,a
70.25325208783018,361.5930235329414,a
109.58123646281936,408.37265117266645,a
78.97289887057114,354.6188415760033,a
81.63512007822929,356.8556826408894,a
62.011246710935666,371.6468427189872,a
130.92533418780613,392.7518024862161,a
94.5532007764728,384.78274627139683,a
92.97272643321112,383.1750000530518,a
123.34900724896508,369.2609330522144,a
153.92537451394978,428.20830711118566,a
135.1146336797601,405.94426206260937,a
141.10361613164454,443.58953191292414,a
89.50085933447923,420.2755440051226,a
103.4615834604253,367.85253721347146,a
83.84318014214702,414.7708585031105,a
139.2150782893318,368.58501532600724,a
153.50823333544275,439.82540351689204,a
70.35870998719382,417.06891699613243,a
128.0850518449152,375.1450766874619,a
105.09945066963535,374.9675984084658,a
183.63654433322142,369.42642466245036,a
113.07047173050023,409.9164819245939,a
119.06183995980366,341.7059820700907,a
109.39052352251882,349.02102190723804,a
115.66913656596267,372.0215781073263,a
114.82836041291394,379.2794992330658,a
96.25591327029956,391.5507300380796,a
158.85382588077258,386.30738686816744,a
153.47523533428193,372.8248893506958,a
199.31531011873102,389.7193786450351,a
147.7438419266835,358.86307593048366,a
170.7549497795592,369.44119928656187,a
147.01754584301813,349.4344189346275,a
178.60466113362875,387.43313489677695,a
163.86826325953038,418.14213206441593,a
176.0225788577469,369.0388538593051,a
130.0141833612582,381.80071890298257,a
121.97708286847853,380.59577377724054,a
126.84279725119454,378.3043099923825,a
106.14006999625909,341.4438072140224,a
125.62071502118607,394.2357455770667,a
95.29359529299771,351.260418601429,a
101.30626930064,367.75306983361907,a
125.26907053768312,371.5020063134562,a
151.4741355577387,345.763596587244,a
95.65656372259461,319.360390168142,a
109.62620414148978,314.05623248925366,a
123.25547841191509,368.5520496729324,a
100.24255097875334,319.7316240827133,a
158.50616762214713,379.8264190771208,a
128.78716751962503,390.54199474793825,a
82.29570388490245,345.4894043175706,a
89.33794650542221,359.14658274158074,a
106.82627493471212,374.51262824340296,a
89.97591078226544,382.8339431929119,a
93.69138597660742,355.51917325982976,a
124.03936925280462,359.4883901445184,a
633.5644627827586,282.6662581751574,a
648.1528398794168,300.19827370350094,a
652.6195738273157,301.04788158775347,a
637.1859552380043,293.0730170091691,a
650.9104113583145,340.059359013701,a
665.8089213980171,256.3652248505009,a
629.379191960966,269.19332857305676,a
642.2788845927772,285.139895959082,a
620.8468520065529,284.0494714282387,a
600.6860198248494,273.85725876215906,a
630.4223299003585,247.44865487005336,a
668.796764637707,284.13709721549253,a
640.9142237430635,296.4694217590214,a
626.621324034657,316.1180645345336,a
590.1280159205951,271.4662789767541,a
611.3352265882767,274.93265485431516,a
594.4978128315448,235.9002096593283,a
614.234225737997,286.6544319640468,a
620.5432877885958,314.9993353069472,a
582.6957348998565,270.4786808269455,a
615.4174004367919,292.9529119692213,a
586.3991518338248,267.80012937723404,a
565.4119576583992,242.12050218642128,a
609.9619580503244,292.88117576973946,a
562.347500436318,260.1127396830213,a
583.5042512322107,274.62535223303564,a
584.7981618273112,245.01988840204845,a
591.84602855534,251.49580859529917,a
635.2637259594851,255.4491575449217,a
582.408435919719,238.52531370689348,a
568.5059354104603,193.1095439036393,a
545.5814599372778,252.0032235683763,a
592.8396459590332,242.65357347422184,a
563.4919537571366,210.56414045468108,a
559.0899293169164,227.09882352370522,a
619.8905598234171,195.7074919696725,a
595.4023014692349,179.6638256944471,a
536.0549526370476,216.2029041934502,a
568.7943823011287,225.98202117799684,a
597.7987617835494,195.62883722866235,a
579.9393031483971,172.85589229048435,a
658.8447496733239,230.085367106003,a
552.6709310630024,197.24958833478257,a
620.8920544159957,182.93304205971765,a
636.283463549708,222.75601787314122,a
631.4222594909995,175.80632512498477,a
615.5481601474838,198.53425565705453,a
621.2074470724826,213.52431601047215,a
664.8083705235531,235.45055071414782,a
628.985940603826,232.14999793812177,a
667.4386906957153,195.8196969944911,a
652.8274937802696,265.2088384856154,a
708.911364288172,215.66454878276056,a
